architecture,benchmark,benchmark_key,avg_cpd,avg_wl,successful_seeds,failed_seeds
All_top_arch,max_DW256,max_DW256,8.962611999999998,9343.2,5,0
Iso-Edge_arch,max_DW256,max_DW256,9.137428,9641.2,5,0
Mix-Edge_arch,max_DW256,max_DW256,9.167308,9532.6,5,0
Aligned_arch,max_DW256,max_DW256,9.08259,9568.2,5,0
Striped_arch,max_DW256,max_DW256,9.232168,10240.0,5,0
Border_arch,max_DW256,max_DW256,8.924652,9568.2,5,0
2D_arch,max_DW32,max_DW32,5.388229999999999,1105.2,5,0
Offset_arch,max_DW32,max_DW32,5.371344,1136.0,5,0
All_top_arch,max_DW32,max_DW32,5.111426000000001,1019.8,5,0
Iso-Edge_arch,max_DW32,max_DW32,5.00462,957.2,5,0
Mix-Edge_arch,max_DW32,max_DW32,4.63931,1002.2,5,0
Aligned_arch,max_DW32,max_DW32,5.186121999999999,1163.8,5,0
Striped_arch,max_DW32,max_DW32,5.174634,1163.6,5,0
Border_arch,max_DW32,max_DW32,5.12375,1089.2,5,0
2D_arch,max_DW512,max_DW512,10.80566,18994.0,5,0
Offset_arch,max_DW512,max_DW512,12.68306,20439.0,5,0
All_top_arch,max_DW512,max_DW512,13.31746,19912.0,5,0
Iso-Edge_arch,max_DW512,max_DW512,13.16772,20944.4,5,0
Mix-Edge_arch,max_DW512,max_DW512,13.46766,21256.4,5,0
Aligned_arch,max_DW512,max_DW512,12.964400000000001,19895.8,5,0
Striped_arch,max_DW512,max_DW512,14.06984,20632.0,5,0
Border_arch,max_DW512,max_DW512,13.661280000000001,19801.8,5,0
2D_arch,max_DW64,max_DW64,7.2533460000000005,2286.0,5,0
Offset_arch,max_DW64,max_DW64,6.703154,2126.8,5,0
All_top_arch,max_DW64,max_DW64,5.95026,2054.6,5,0
Iso-Edge_arch,max_DW64,max_DW64,6.391054,1984.6,5,0
Mix-Edge_arch,max_DW64,max_DW64,6.125052,2070.0,5,0
Aligned_arch,max_DW64,max_DW64,6.2512360000000005,2010.4,5,0
Striped_arch,max_DW64,max_DW64,5.8158140000000005,2156.2,5,0
Border_arch,max_DW64,max_DW64,5.872446,2009.0,5,0
2D_arch,max_DW8,max_DW8,2.8315799999999998,157.0,5,0
Offset_arch,max_DW8,max_DW8,2.930338,173.4,5,0
All_top_arch,max_DW8,max_DW8,2.928792,176.2,5,0
Iso-Edge_arch,max_DW8,max_DW8,3.1555880000000003,207.4,5,0
Mix-Edge_arch,max_DW8,max_DW8,3.2745260000000003,240.6,5,0
Aligned_arch,max_DW8,max_DW8,3.061234,185.0,5,0
Striped_arch,max_DW8,max_DW8,3.140878,225.4,5,0
Border_arch,max_DW8,max_DW8,3.285754,234.0,5,0
2D_arch,max_default,max_default,23.24376,16544.4,5,0
Offset_arch,max_default,max_default,21.96172,12989.8,5,0
All_top_arch,max_default,max_default,22.44264,13066.2,5,0
Iso-Edge_arch,max_default,max_default,22.1851,13786.6,5,0
Mix-Edge_arch,max_default,max_default,22.404539999999997,13300.2,5,0
Aligned_arch,max_default,max_default,22.285059999999998,13251.0,5,0
Striped_arch,max_default,max_default,22.329199999999997,12864.2,5,0
Border_arch,max_default,max_default,22.55612,12569.2,5,0
2D_arch,mcs-4,mcs-4,3.2060679999999997,266.2,5,0
Offset_arch,mcs-4,mcs-4,2.7213920000000003,206.6,5,0
All_top_arch,mcs-4,mcs-4,2.571204,177.6,5,0
Iso-Edge_arch,mcs-4,mcs-4,2.8313599999999997,200.8,5,0
Mix-Edge_arch,mcs-4,mcs-4,2.980022,225.4,5,0
Aligned_arch,mcs-4,mcs-4,2.6827,196.4,5,0
Striped_arch,mcs-4,mcs-4,2.870054,208.2,5,0
Border_arch,mcs-4,mcs-4,2.9072199999999997,218.4,5,0
2D_arch,mem_ctrl,mem_ctrl,19.87192,164992.8,5,0
Offset_arch,mem_ctrl,mem_ctrl,19.21328,151002.6,5,0
All_top_arch,mem_ctrl,mem_ctrl,19.105240000000002,142875.0,5,0
Iso-Edge_arch,mem_ctrl,mem_ctrl,18.34104,145987.4,5,0
Mix-Edge_arch,mem_ctrl,mem_ctrl,18.53808,145705.2,5,0
Aligned_arch,mem_ctrl,mem_ctrl,19.28724,148882.4,5,0
Striped_arch,mem_ctrl,mem_ctrl,19.030800000000003,149134.4,5,0
Border_arch,mem_ctrl,mem_ctrl,18.76898,144641.6,5,0
2D_arch,mem_ctrl_default,mem_ctrl_default,19.87192,164992.8,5,0
Offset_arch,mem_ctrl_default,mem_ctrl_default,19.21328,151002.6,5,0
All_top_arch,mem_ctrl_default,mem_ctrl_default,19.105240000000002,142875.0,5,0
Iso-Edge_arch,mem_ctrl_default,mem_ctrl_default,18.34104,145987.4,5,0
Mix-Edge_arch,mem_ctrl_default,mem_ctrl_default,18.53808,145705.2,5,0
Aligned_arch,mem_ctrl_default,mem_ctrl_default,19.28724,148882.4,5,0
Striped_arch,mem_ctrl_default,mem_ctrl_default,19.030800000000003,149134.4,5,0
Border_arch,mem_ctrl_default,mem_ctrl_default,18.76898,144641.6,5,0
2D_arch,mesi_isc,mesi_isc,5.279338000000001,10076.0,5,0
Offset_arch,mesi_isc,mesi_isc,5.35214,9386.2,5,0
All_top_arch,mesi_isc,mesi_isc,5.354125999999999,9515.4,5,0
Iso-Edge_arch,mesi_isc,mesi_isc,5.152416,9416.8,5,0
Mix-Edge_arch,mesi_isc,mesi_isc,5.273152,9118.4,5,0
Aligned_arch,mesi_isc,mesi_isc,5.21353,9315.2,5,0
Striped_arch,mesi_isc,mesi_isc,5.345955999999999,9584.4,5,0
Border_arch,mesi_isc,mesi_isc,5.195303999999999,9090.6,5,0
2D_arch,min_DW1024,min_DW1024,16.65312,48013.0,5,0
Offset_arch,min_DW1024,min_DW1024,14.589859999999998,41396.6,5,0
All_top_arch,min_DW1024,min_DW1024,14.095659999999999,41281.0,5,0
Iso-Edge_arch,min_DW1024,min_DW1024,14.482260000000002,50912.8,5,0
Mix-Edge_arch,min_DW1024,min_DW1024,14.287799999999999,50881.2,5,0
Aligned_arch,min_DW1024,min_DW1024,14.89932,43165.6,5,0
Striped_arch,min_DW1024,min_DW1024,14.71326,45283.6,5,0
Border_arch,min_DW1024,min_DW1024,14.01642,52335.2,5,0
2D_arch,min_DW128,min_DW128,9.114552,5024.0,5,0
Offset_arch,min_DW128,min_DW128,8.168700000000001,4196.8,5,0
All_top_arch,min_DW128,min_DW128,8.629562,4146.8,5,0
Iso-Edge_arch,min_DW128,min_DW128,7.840667999999999,4115.0,5,0
Mix-Edge_arch,min_DW128,min_DW128,7.713319999999999,4174.8,5,0
Aligned_arch,min_DW128,min_DW128,8.34115,4353.0,5,0
Striped_arch,min_DW128,min_DW128,8.305508,4366.6,5,0
Border_arch,min_DW128,min_DW128,8.268778000000001,4153.0,5,0
2D_arch,min_DW16,min_DW16,5.348008,583.2,5,0
Offset_arch,min_DW16,min_DW16,4.0821,459.5,4,1
All_top_arch,min_DW16,min_DW16,4.792484,529.0,5,0
Iso-Edge_arch,min_DW16,min_DW16,4.261248,512.8,5,0
Mix-Edge_arch,min_DW16,min_DW16,4.470132,508.6,5,0
Aligned_arch,min_DW16,min_DW16,4.299942,539.6,5,0
Striped_arch,min_DW16,min_DW16,4.138526,440.8,5,0
Border_arch,min_DW16,min_DW16,4.016404,433.0,5,0
2D_arch,min_DW256,min_DW256,9.748251999999999,11361.0,5,0
Offset_arch,min_DW256,min_DW256,8.443828,9235.2,5,0
All_top_arch,min_DW256,min_DW256,8.707878000000001,8964.8,5,0
Iso-Edge_arch,min_DW256,min_DW256,8.604553999999998,9370.2,5,0
Mix-Edge_arch,min_DW256,min_DW256,8.490072000000001,8899.4,5,0
Aligned_arch,min_DW256,min_DW256,9.005799999999999,9438.6,5,0
Striped_arch,min_DW256,min_DW256,8.714288,9457.8,5,0
Border_arch,min_DW256,min_DW256,8.849204,9007.6,5,0
2D_arch,min_DW32,min_DW32,4.97483,1050.6,5,0
Offset_arch,min_DW32,min_DW32,4.823006,1159.6,5,0
All_top_arch,min_DW32,min_DW32,4.898864,1190.4,5,0
Iso-Edge_arch,min_DW32,min_DW32,4.648406,1112.8,5,0
Mix-Edge_arch,min_DW32,min_DW32,4.635158,1099.8,5,0
Aligned_arch,min_DW32,min_DW32,4.794013999999999,1138.8,5,0
Striped_arch,min_DW32,min_DW32,4.949514,1234.2,5,0
Border_arch,min_DW32,min_DW32,5.506862,1167.8,5,0
2D_arch,min_DW512,min_DW512,11.541599999999999,18494.8,5,0
Offset_arch,min_DW512,min_DW512,13.972000000000003,20679.6,5,0
All_top_arch,min_DW512,min_DW512,14.38272,20304.2,5,0
Iso-Edge_arch,min_DW512,min_DW512,13.181700000000001,20416.2,5,0
Mix-Edge_arch,min_DW512,min_DW512,14.097819999999999,21083.0,5,0
Aligned_arch,min_DW512,min_DW512,13.57022,20848.0,5,0
Striped_arch,min_DW512,min_DW512,14.33838,21819.8,5,0
Border_arch,min_DW512,min_DW512,14.022020000000001,21433.4,5,0
2D_arch,min_DW64,min_DW64,6.914598000000001,2432.6,5,0
Offset_arch,min_DW64,min_DW64,6.2372179999999995,2396.4,5,0
All_top_arch,min_DW64,min_DW64,6.0699939999999994,2184.6,5,0
Iso-Edge_arch,min_DW64,min_DW64,6.412546000000001,2307.8,5,0
Mix-Edge_arch,min_DW64,min_DW64,6.1666739999999995,2129.4,5,0
Aligned_arch,min_DW64,min_DW64,6.583663999999999,2353.6,5,0
Striped_arch,min_DW64,min_DW64,6.359640000000001,2289.0,5,0
Border_arch,min_DW64,min_DW64,6.44221,2425.0,5,0
2D_arch,min_DW8,min_DW8,3.0011859999999997,181.6,5,0
Offset_arch,min_DW8,min_DW8,2.922272,177.0,5,0
All_top_arch,min_DW8,min_DW8,2.629836,182.4,5,0
Iso-Edge_arch,min_DW8,min_DW8,2.7059279999999997,164.2,5,0
Mix-Edge_arch,min_DW8,min_DW8,2.654674,172.4,5,0
Aligned_arch,min_DW8,min_DW8,2.555138,159.0,5,0
Striped_arch,min_DW8,min_DW8,2.69184,178.2,5,0
Border_arch,min_DW8,min_DW8,2.550622,169.6,5,0
2D_arch,mips32r1,mips32r1,26.7428,83923.2,5,0
Offset_arch,mips32r1,mips32r1,26.42798,79980.8,5,0
All_top_arch,mips32r1,mips32r1,26.76816,78756.4,5,0
Iso-Edge_arch,mips32r1,mips32r1,26.862659999999998,78392.0,5,0
Mix-Edge_arch,mips32r1,mips32r1,26.7067,75148.8,5,0
Aligned_arch,mips32r1,mips32r1,26.47994,79223.6,5,0
Striped_arch,mips32r1,mips32r1,27.222839999999998,81352.4,5,0
Border_arch,mips32r1,mips32r1,26.08384,75869.4,5,0
2D_arch,mkDelayWorker32B,mkDelayWorker32B,10.49914,101889.4,5,0
Offset_arch,mkDelayWorker32B,mkDelayWorker32B,10.163366,86939.2,5,0
All_top_arch,mkDelayWorker32B,mkDelayWorker32B,10.164981999999998,82544.6,5,0
Iso-Edge_arch,mkDelayWorker32B,mkDelayWorker32B,9.150022,75995.0,5,0
Mix-Edge_arch,mkDelayWorker32B,mkDelayWorker32B,10.132784,89734.8,5,0
Aligned_arch,mkDelayWorker32B,mkDelayWorker32B,10.185799999999999,87189.0,5,0
Striped_arch,mkDelayWorker32B,mkDelayWorker32B,9.654364,85425.2,5,0
Border_arch,mkDelayWorker32B,mkDelayWorker32B,10.602154,87953.8,5,0
2D_arch,mkPktMerge,mkPktMerge,3.4237279999999997,13290.8,5,0
Offset_arch,mkPktMerge,mkPktMerge,3.1089539999999998,10494.8,5,0
All_top_arch,mkPktMerge,mkPktMerge,2.9762159999999995,10762.2,5,0
Iso-Edge_arch,mkPktMerge,mkPktMerge,2.7632420000000004,10226.0,5,0
Mix-Edge_arch,mkPktMerge,mkPktMerge,3.181758,9823.0,5,0
Aligned_arch,mkPktMerge,mkPktMerge,2.879428,11067.8,5,0
Striped_arch,mkPktMerge,mkPktMerge,2.9247680000000003,10852.2,5,0
Border_arch,mkPktMerge,mkPktMerge,3.6405000000000003,8890.8,5,0
2D_arch,mkSMAdapter4B,mkSMAdapter4B,6.4981279999999995,22164.4,5,0
Offset_arch,mkSMAdapter4B,mkSMAdapter4B,6.4867919999999994,20705.4,5,0
All_top_arch,mkSMAdapter4B,mkSMAdapter4B,6.6258420000000005,20790.0,5,0
Iso-Edge_arch,mkSMAdapter4B,mkSMAdapter4B,6.685768,20478.2,5,0
Mix-Edge_arch,mkSMAdapter4B,mkSMAdapter4B,6.64025,20255.2,5,0
Aligned_arch,mkSMAdapter4B,mkSMAdapter4B,6.491876,20227.4,5,0
Striped_arch,mkSMAdapter4B,mkSMAdapter4B,7.020060000000001,21334.6,5,0
Border_arch,mkSMAdapter4B,mkSMAdapter4B,6.764716,19482.8,5,0
2D_arch,mm30a,mm30a,15.383460000000003,2327.2,5,0
Offset_arch,mm30a,mm30a,15.270420000000001,2326.0,5,0
All_top_arch,mm30a,mm30a,15.281119999999998,2279.2,5,0
Iso-Edge_arch,mm30a,mm30a,15.35084,2271.6,5,0
Mix-Edge_arch,mm30a,mm30a,15.1263,2205.2,5,0
Aligned_arch,mm30a,mm30a,15.20806,2200.6,5,0
Striped_arch,mm30a,mm30a,15.472740000000002,2368.2,5,0
Border_arch,mm30a,mm30a,15.24524,2146.0,5,0
2D_arch,mm4a,mm4a,8.499346,352.6,5,0
Offset_arch,mm4a,mm4a,8.225704,341.6,5,0
All_top_arch,mm4a,mm4a,8.206304,346.2,5,0
Iso-Edge_arch,mm4a,mm4a,8.127694,341.4,5,0
Mix-Edge_arch,mm4a,mm4a,8.152902000000001,349.0,5,0
Aligned_arch,mm4a,mm4a,8.290334,332.8,5,0
Striped_arch,mm4a,mm4a,8.11421,327.8,5,0
Border_arch,mm4a,mm4a,8.151374,355.8,5,0
2D_arch,mm9a,mm9a,7.2916300000000005,661.4,5,0
Offset_arch,mm9a,mm9a,6.873590000000002,599.6,5,0
All_top_arch,mm9a,mm9a,6.943657999999999,584.8,5,0
Iso-Edge_arch,mm9a,mm9a,7.093845999999999,661.2,5,0
Mix-Edge_arch,mm9a,mm9a,7.057284,610.2,5,0
Aligned_arch,mm9a,mm9a,6.898923999999999,557.8,5,0
Striped_arch,mm9a,mm9a,6.810612000000001,612.0,5,0
Border_arch,mm9a,mm9a,6.982952,582.6,5,0
2D_arch,mm9b,mm9b,9.901544000000001,774.2,5,0
Offset_arch,mm9b,mm9b,9.781184,775.0,5,0
All_top_arch,mm9b,mm9b,9.995399999999998,803.2,5,0
Iso-Edge_arch,mm9b,mm9b,9.858822,783.4,5,0
Mix-Edge_arch,mm9b,mm9b,9.845324000000002,750.4,5,0
Aligned_arch,mm9b,mm9b,9.853506,744.6,5,0
Striped_arch,mm9b,mm9b,9.706984,761.8,5,0
Border_arch,mm9b,mm9b,9.737972,740.2,5,0
2D_arch,mmuart,mmuart,4.159776,1322.8,5,0
Offset_arch,mmuart,mmuart,3.915858,1264.8,5,0
All_top_arch,mmuart,mmuart,4.009586,1172.0,5,0
Iso-Edge_arch,mmuart,mmuart,4.02735,1183.8,5,0
Mix-Edge_arch,mmuart,mmuart,3.96272,1157.2,5,0
Aligned_arch,mmuart,mmuart,3.9724199999999996,1209.2,5,0
Striped_arch,mmuart,mmuart,4.251869999999999,1250.6,5,0
Border_arch,mmuart,mmuart,3.906154,1275.8,5,0
2D_arch,mode3_calc,mode3_calc,2.029474,66.0,5,0
Offset_arch,mode3_calc,mode3_calc,2.08348,63.6,5,0
All_top_arch,mode3_calc,mode3_calc,1.830894,58.8,5,0
Iso-Edge_arch,mode3_calc,mode3_calc,2.315568,100.0,5,0
Mix-Edge_arch,mode3_calc,mode3_calc,2.2315379999999996,96.6,5,0
Aligned_arch,mode3_calc,mode3_calc,2.128216,85.6,5,0
Striped_arch,mode3_calc,mode3_calc,2.053884,82.2,5,0
Border_arch,mode3_calc,mode3_calc,2.4078399999999998,79.2,5,0
2D_arch,mul_DW128_OW256,mul_DW128_OW256,66.83842000000001,57406.2,5,0
Offset_arch,mul_DW128_OW256,mul_DW128_OW256,67.45514,52747.8,5,0
All_top_arch,mul_DW128_OW256,mul_DW128_OW256,67.82608,50631.0,5,0
Iso-Edge_arch,mul_DW128_OW256,mul_DW128_OW256,67.77047999999999,50267.2,5,0
Mix-Edge_arch,mul_DW128_OW256,mul_DW128_OW256,67.22222,55767.0,5,0
Aligned_arch,mul_DW128_OW256,mul_DW128_OW256,68.2738,52203.5,2,3
Striped_arch,mul_DW128_OW256,mul_DW128_OW256,68.36424,53453.2,5,0
Border_arch,mul_DW128_OW256,mul_DW128_OW256,67.513,56503.2,5,0
2D_arch,mul_DW16_OW32,mul_DW16_OW32,5.4620940000000004,594.8,5,0
Offset_arch,mul_DW16_OW32,mul_DW16_OW32,4.8755180000000005,584.4,5,0
All_top_arch,mul_DW16_OW32,mul_DW16_OW32,4.875518,657.8,5,0
Iso-Edge_arch,mul_DW16_OW32,mul_DW16_OW32,4.474768,436.2,5,0
Mix-Edge_arch,mul_DW16_OW32,mul_DW16_OW32,4.883584,594.8,5,0
Aligned_arch,mul_DW16_OW32,mul_DW16_OW32,5.04358,671.4,5,0
Striped_arch,mul_DW16_OW32,mul_DW16_OW32,4.670292,575.4,5,0
Border_arch,mul_DW16_OW32,mul_DW16_OW32,4.549096,370.0,5,0
2D_arch,mul_DW32_OW64,mul_DW32_OW64,15.60026,4246.0,5,0
Offset_arch,mul_DW32_OW64,mul_DW32_OW64,15.7036,4317.2,5,0
All_top_arch,mul_DW32_OW64,mul_DW32_OW64,15.558700000000002,4089.6,5,0
Iso-Edge_arch,mul_DW32_OW64,mul_DW32_OW64,15.76822,4097.0,5,0
Mix-Edge_arch,mul_DW32_OW64,mul_DW32_OW64,15.905660000000001,4046.8,5,0
Aligned_arch,mul_DW32_OW64,mul_DW32_OW64,15.46498,4121.8,5,0
Striped_arch,mul_DW32_OW64,mul_DW32_OW64,15.635319999999998,4199.0,5,0
Border_arch,mul_DW32_OW64,mul_DW32_OW64,15.30282,3683.0,5,0
2D_arch,mul_DW64_OW128,mul_DW64_OW128,31.187559999999998,17684.2,5,0
Offset_arch,mul_DW64_OW128,mul_DW64_OW128,30.803266666666662,15301.666666666666,3,2
All_top_arch,mul_DW64_OW128,mul_DW64_OW128,31.4846,15558.2,5,0
Iso-Edge_arch,mul_DW64_OW128,mul_DW64_OW128,30.173425,15732.75,4,1
Mix-Edge_arch,mul_DW64_OW128,mul_DW64_OW128,30.817539999999997,16321.2,5,0
Aligned_arch,mul_DW64_OW128,mul_DW64_OW128,30.587919999999997,15541.0,5,0
Striped_arch,mul_DW64_OW128,mul_DW64_OW128,32.40136,16369.0,5,0
Border_arch,mul_DW64_OW128,mul_DW64_OW128,30.294325,15213.0,4,1
2D_arch,mul_DW8_OW16,mul_DW8_OW16,4.458636,235.6,5,0
Offset_arch,mul_DW8_OW16,mul_DW8_OW16,4.531332,287.0,5,0
All_top_arch,mul_DW8_OW16,mul_DW8_OW16,4.783314,335.6,5,0
Iso-Edge_arch,mul_DW8_OW16,mul_DW8_OW16,4.4570039999999995,253.8,5,0
Mix-Edge_arch,mul_DW8_OW16,mul_DW8_OW16,4.605662000000001,287.2,5,0
Aligned_arch,mul_DW8_OW16,mul_DW8_OW16,4.586262,304.6,5,0
Striped_arch,mul_DW8_OW16,mul_DW8_OW16,4.568498,254.8,5,0
Border_arch,mul_DW8_OW16,mul_DW8_OW16,4.27924,184.6,5,0
2D_arch,muladd_DW128_OW256,muladd_DW128_OW256,73.03688,64466.4,5,0
Offset_arch,muladd_DW128_OW256,muladd_DW128_OW256,74.14252,60511.6,5,0
All_top_arch,muladd_DW128_OW256,muladd_DW128_OW256,72.96108000000001,56954.0,5,0
Iso-Edge_arch,muladd_DW128_OW256,muladd_DW128_OW256,74.02186,58430.0,5,0
Mix-Edge_arch,muladd_DW128_OW256,muladd_DW128_OW256,73.53986,61553.8,5,0
Aligned_arch,muladd_DW128_OW256,muladd_DW128_OW256,73.6642,60802.0,1,4
Striped_arch,muladd_DW128_OW256,muladd_DW128_OW256,74.03202,60443.4,5,0
Border_arch,muladd_DW128_OW256,muladd_DW128_OW256,72.28210000000001,62213.4,5,0
2D_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.975740000000002,1598.8,5,0
Offset_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.64704,1213.0,5,0
All_top_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.2971,1183.6,5,0
Iso-Edge_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.777600000000001,1298.2,5,0
Mix-Edge_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.298729999999999,1132.4,5,0
Aligned_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.53396,1059.0,5,0
Striped_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.54894,1137.8,5,0
Border_arch,muladd_DW16_OW32,muladd_DW16_OW32,10.949819999999999,1434.4,5,0
2D_arch,muladd_DW32_OW64,muladd_DW32_OW64,19.53634,7008.6,5,0
Offset_arch,muladd_DW32_OW64,muladd_DW32_OW64,19.18576,5956.4,5,0
All_top_arch,muladd_DW32_OW64,muladd_DW32_OW64,19.57904,6776.4,5,0
Iso-Edge_arch,muladd_DW32_OW64,muladd_DW32_OW64,19.21942,6459.8,5,0
Mix-Edge_arch,muladd_DW32_OW64,muladd_DW32_OW64,19.192079999999997,6633.4,5,0
Aligned_arch,muladd_DW32_OW64,muladd_DW32_OW64,18.9298,6079.4,5,0
Striped_arch,muladd_DW32_OW64,muladd_DW32_OW64,19.17052,6372.8,5,0
Border_arch,muladd_DW32_OW64,muladd_DW32_OW64,18.77808,5675.8,5,0
2D_arch,muladd_DW64_OW128,muladd_DW64_OW128,37.516999999999996,20810.6,5,0
Offset_arch,muladd_DW64_OW128,muladd_DW64_OW128,37.996075000000005,19435.75,4,1
All_top_arch,muladd_DW64_OW128,muladd_DW64_OW128,38.545,19495.0,5,0
Iso-Edge_arch,muladd_DW64_OW128,muladd_DW64_OW128,37.326800000000006,19195.4,5,0
Mix-Edge_arch,muladd_DW64_OW128,muladd_DW64_OW128,36.78646,19093.2,5,0
Aligned_arch,muladd_DW64_OW128,muladd_DW64_OW128,37.42694,19664.8,5,0
Striped_arch,muladd_DW64_OW128,muladd_DW64_OW128,37.95178,19923.0,5,0
Border_arch,muladd_DW64_OW128,muladd_DW64_OW128,36.3918,19164.4,5,0
2D_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.434171999999999,497.4,5,0
Offset_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.676819999999999,611.2,5,0
All_top_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.449934000000001,447.4,5,0
Iso-Edge_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.571129999999999,548.4,5,0
Mix-Edge_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.375602000000001,535.0,5,0
Aligned_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.516327999999999,598.8,5,0
Striped_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.534093999999999,603.0,5,0
Border_arch,muladd_DW8_OW16,muladd_DW8_OW16,7.510032000000001,659.2,5,0
2D_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,16.676980000000004,6409.6,5,0
Offset_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,16.4021,5909.8,5,0
All_top_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,16.085820000000002,6017.4,5,0
Iso-Edge_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,15.933775,5673.25,4,1
Mix-Edge_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,16.226,5532.2,5,0
Aligned_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,16.18882,5746.6,5,0
Striped_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,16.22232,6050.4,5,0
Border_arch,muladdc_DW16_OW40,muladdc_DW16_OW40,15.70956,5413.0,5,0
2D_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,24.56768,29408.4,5,0
Offset_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,24.17794,24790.0,5,0
All_top_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,24.964820000000003,25486.0,5,0
Iso-Edge_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,24.28638,24736.4,5,0
Mix-Edge_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,24.16934,25221.2,5,0
Aligned_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,23.9012,24944.4,5,0
Striped_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,24.53018,25915.4,5,0
Border_arch,muladdc_DW32_OW72,muladdc_DW32_OW72,24.0662,23490.6,5,0
2D_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,12.14454,3391.0,5,0
Offset_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,11.77982,2356.8,5,0
All_top_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,11.462599999999998,2577.8,5,0
Iso-Edge_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,11.47452,2429.0,5,0
Mix-Edge_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,11.508120000000002,2650.6,5,0
Aligned_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,11.845500000000001,2383.0,5,0
Striped_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,11.91288,2587.4,5,0
Border_arch,muladdc_DW8_OW24,muladdc_DW8_OW24,11.732539999999998,2657.0,5,0
2D_arch,mulc_DW16,mulc_DW16,11.12724,4613.4,5,0
Offset_arch,mulc_DW16,mulc_DW16,11.09186,4387.0,5,0
All_top_arch,mulc_DW16,mulc_DW16,10.93196,4201.2,5,0
Iso-Edge_arch,mulc_DW16,mulc_DW16,10.9984,4395.0,4,1
Mix-Edge_arch,mulc_DW16,mulc_DW16,10.9593,4624.2,5,0
Aligned_arch,mulc_DW16,mulc_DW16,11.05956,4042.0,5,0
Striped_arch,mulc_DW16,mulc_DW16,11.332939999999999,4432.0,5,0
Border_arch,mulc_DW16,mulc_DW16,11.174339999999999,4232.0,5,0
2D_arch,mulc_DW32,mulc_DW32,20.34556,24863.6,5,0
Offset_arch,mulc_DW32,mulc_DW32,19.68706,22394.2,5,0
All_top_arch,mulc_DW32,mulc_DW32,20.109699999999997,22101.6,5,0
Iso-Edge_arch,mulc_DW32,mulc_DW32,19.36028,21990.0,5,0
Mix-Edge_arch,mulc_DW32,mulc_DW32,19.90714,21343.2,5,0
Aligned_arch,mulc_DW32,mulc_DW32,19.625825,21654.0,4,1
Striped_arch,mulc_DW32,mulc_DW32,19.92628,21763.0,5,0
Border_arch,mulc_DW32,mulc_DW32,19.861475000000002,22793.75,4,1
2D_arch,mulc_DW64,mulc_DW64,40.66,84419.0,5,0
Offset_arch,mulc_DW64,mulc_DW64,40.89336000000001,89753.6,5,0
All_top_arch,mulc_DW64,mulc_DW64,41.311479999999996,86986.2,5,0
Iso-Edge_arch,mulc_DW64,mulc_DW64,40.6835,84423.5,2,3
Mix-Edge_arch,mulc_DW64,mulc_DW64,40.9407,87947.4,5,0
Aligned_arch,mulc_DW64,mulc_DW64,40.83406666666667,88081.0,3,2
Striped_arch,mulc_DW64,mulc_DW64,40.64545,91138.5,2,3
Border_arch,mulc_DW64,mulc_DW64,40.1329,85491.0,5,0
2D_arch,mulc_DW8,mulc_DW8,8.195,2452.4,5,0
Offset_arch,mulc_DW8,mulc_DW8,8.004786000000001,2305.8,5,0
All_top_arch,mulc_DW8,mulc_DW8,8.018512,2061.0,5,0
Iso-Edge_arch,mulc_DW8,mulc_DW8,7.8054760000000005,1809.0,5,0
Mix-Edge_arch,mulc_DW8,mulc_DW8,8.046359999999998,1978.8,5,0
