architecture,benchmark,benchmark_key,avg_cpd,avg_wl,successful_seeds,failed_seeds
Iso-Edge_arch,firfix_ACCW16_DW16_N16,firfix_ACCW16_DW16_N16,17.09574,8939.0,5,0
Mix-Edge_arch,firfix_ACCW16_DW16_N16,firfix_ACCW16_DW16_N16,17.41206,9289.4,5,0
Aligned_arch,firfix_ACCW16_DW16_N16,firfix_ACCW16_DW16_N16,17.413059999999998,8820.2,5,0
Striped_arch,firfix_ACCW16_DW16_N16,firfix_ACCW16_DW16_N16,17.39922,8993.6,5,0
Border_arch,firfix_ACCW16_DW16_N16,firfix_ACCW16_DW16_N16,17.620240000000003,9453.6,5,0
2D_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,25.80652,19513.6,5,0
Offset_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,25.323500000000003,17195.4,5,0
All_top_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,25.79376,18264.6,5,0
Iso-Edge_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,25.15002,18147.0,5,0
Mix-Edge_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,25.575200000000002,19129.0,5,0
Aligned_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,25.784699999999997,17586.0,5,0
Striped_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,25.874420000000004,17499.4,5,0
Border_arch,firfix_ACCW16_DW16_N32,firfix_ACCW16_DW16_N32,26.183659999999996,19845.2,5,0
2D_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.18973,2169.6,5,0
Offset_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.160514000000001,1996.4,5,0
All_top_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.438175999999999,2132.8,5,0
Iso-Edge_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.01173,2149.0,5,0
Mix-Edge_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.20726,2060.8,5,0
Aligned_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.35604,1978.4,5,0
Striped_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.32859,1930.6,5,0
Border_arch,firfix_ACCW16_DW16_N4,firfix_ACCW16_DW16_N4,10.189739999999999,1928.6,5,0
2D_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,35.792739999999995,38323.0,5,0
Offset_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,35.6837,34570.6,5,0
All_top_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,36.01764,35471.6,5,0
Iso-Edge_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,35.149260000000005,37345.0,5,0
Mix-Edge_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,35.599180000000004,40384.0,5,0
Aligned_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,35.5553,35622.2,5,0
Striped_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,35.88382,36232.6,5,0
Border_arch,firfix_ACCW16_DW16_N64,firfix_ACCW16_DW16_N64,35.510760000000005,40605.6,5,0
2D_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.11352,4545.0,5,0
Offset_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.213979999999998,4119.2,5,0
All_top_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.10384,4488.4,5,0
Iso-Edge_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.09452,4285.2,5,0
Mix-Edge_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.0983,4347.8,5,0
Aligned_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.161179999999998,4284.8,5,0
Striped_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.450040000000001,4455.6,5,0
Border_arch,firfix_ACCW16_DW16_N8,firfix_ACCW16_DW16_N8,13.15474,4235.8,5,0
2D_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,81.26566,221434.0,5,0
Offset_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,76.69937999999999,190120.0,5,0
All_top_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,75.43001999999998,184950.0,5,0
Iso-Edge_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,73.4935,214170.8,5,0
Mix-Edge_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,75.28362,222202.0,5,0
Aligned_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,76.6736,194871.2,5,0
Striped_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,77.3422,197852.2,5,0
Border_arch,firfix_ACCW32_DW32_N128,firfix_ACCW32_DW32_N128,75.2938,238321.6,5,0
2D_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,25.33034,23379.6,5,0
Offset_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,25.32018,21394.0,5,0
All_top_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,25.46256,22601.8,5,0
Iso-Edge_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,24.868720000000003,23071.2,5,0
Mix-Edge_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,25.55098,23305.2,5,0
Aligned_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,25.076140000000002,21723.0,5,0
Striped_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,25.473580000000005,22226.4,5,0
Border_arch,firfix_ACCW32_DW32_N16,firfix_ACCW32_DW32_N16,25.82336,23887.2,5,0
2D_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,36.15642,50093.4,5,0
Offset_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,35.04514,45961.6,5,0
All_top_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,35.97874,49100.2,5,0
Iso-Edge_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,34.952000000000005,50154.2,5,0
Mix-Edge_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,33.91718,52268.8,5,0
Aligned_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,35.04504,45833.4,5,0
Striped_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,35.614520000000006,47334.2,5,0
Border_arch,firfix_ACCW32_DW32_N32,firfix_ACCW32_DW32_N32,34.50362,49892.2,5,0
2D_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.19454,5778.8,5,0
Offset_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.399199999999999,5358.2,5,0
All_top_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.90128,5633.8,5,0
Iso-Edge_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.51928,5423.0,5,0
Mix-Edge_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.854420000000001,5427.6,5,0
Aligned_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.336339999999998,5154.8,5,0
Striped_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.92874,5408.4,5,0
Border_arch,firfix_ACCW32_DW32_N4,firfix_ACCW32_DW32_N4,15.20696,5212.8,5,0
2D_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,55.191700000000004,106937.4,5,0
Offset_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,53.46225999999999,94040.6,5,0
All_top_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,52.98386000000001,92509.4,5,0
Iso-Edge_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,51.456920000000004,97300.6,5,0
Mix-Edge_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,52.03348000000001,110464.4,5,0
Aligned_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,52.87406,94053.0,5,0
Striped_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,52.422900000000006,96148.8,5,0
Border_arch,firfix_ACCW32_DW32_N64,firfix_ACCW32_DW32_N64,54.052499999999995,117455.8,5,0
2D_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,20.34428,12224.6,5,0
Offset_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,20.558280000000003,11543.6,5,0
All_top_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,20.49944,12053.4,5,0
Iso-Edge_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,19.74054,11418.6,5,0
Mix-Edge_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,20.083819999999996,12022.0,5,0
Aligned_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,20.28978,11265.0,5,0
Striped_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,20.47352,11572.8,5,0
Border_arch,firfix_ACCW32_DW32_N8,firfix_ACCW32_DW32_N8,20.024220000000003,12103.0,5,0
2D_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,119.4384,549391.0,5,0
Offset_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,109.7968,471901.4,5,0
All_top_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,107.275,443302.0,5,0
Iso-Edge_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,102.13820000000001,548755.0,5,0
Mix-Edge_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,109.3196,570436.8,5,0
Aligned_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,111.1128,472153.2,5,0
Striped_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,112.32559999999998,498357.2,5,0
Border_arch,firfix_ACCW64_DW64_N128,firfix_ACCW64_DW64_N128,110.90240000000001,608185.2,5,0
2D_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,41.320139999999995,57757.4,5,0
Offset_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,40.900800000000004,54750.8,5,0
All_top_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,42.18882000000001,56868.6,5,0
Iso-Edge_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,39.20364,57146.4,5,0
Mix-Edge_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,40.49502,61739.6,5,0
Aligned_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,40.78905999999999,54691.6,5,0
Striped_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,41.5391,56303.2,5,0
Border_arch,firfix_ACCW64_DW64_N16,firfix_ACCW64_DW64_N16,40.43038,61667.2,5,0
2D_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,53.53406,120757.2,5,0
Offset_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,52.56193999999999,109477.0,5,0
All_top_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,52.961200000000005,105082.2,5,0
Iso-Edge_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,50.83168,109370.6,5,0
Mix-Edge_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,52.4399,123736.8,5,0
Aligned_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,52.60502,110166.6,5,0
Striped_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,53.205799999999996,113847.4,5,0
Border_arch,firfix_ACCW64_DW64_N32,firfix_ACCW64_DW64_N32,53.23386000000001,133516.2,5,0
2D_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,26.01404,14412.4,5,0
Offset_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,25.98376,12916.8,5,0
All_top_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,26.385520000000003,13359.4,5,0
Iso-Edge_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,25.39012,13130.4,5,0
Mix-Edge_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,25.705240000000003,14049.4,5,0
Aligned_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,25.79054,13143.0,5,0
Striped_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,26.0471,13512.0,5,0
Border_arch,firfix_ACCW64_DW64_N4,firfix_ACCW64_DW64_N4,25.74074,13820.8,5,0
2D_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,79.70434,273667.0,5,0
Offset_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,74.58348000000001,234532.8,5,0
All_top_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,74.28671999999999,225511.6,5,0
Iso-Edge_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,71.21732,261982.8,5,0
Mix-Edge_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,72.04678000000001,266543.8,5,0
Aligned_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,73.82876,229785.6,5,0
Striped_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,73.22854,241132.4,5,0
Border_arch,firfix_ACCW64_DW64_N64,firfix_ACCW64_DW64_N64,74.1086,289996.8,5,0
2D_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,31.568040000000003,27957.2,5,0
Offset_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,31.780220000000003,25375.4,5,0
All_top_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,31.90824,26228.4,5,0
Iso-Edge_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,30.719299999999997,27067.0,5,0
Mix-Edge_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,31.77994,27846.0,5,0
Aligned_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,31.844219999999996,25957.2,5,0
Striped_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,32.09216,26585.2,5,0
Border_arch,firfix_ACCW64_DW64_N8,firfix_ACCW64_DW64_N8,31.31964,28459.0,5,0
2D_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,52.36202000000001,41766.4,5,0
Offset_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,51.43728000000001,35814.4,5,0
All_top_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,51.07466,35433.2,5,0
Iso-Edge_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,50.13866,37401.0,5,0
Mix-Edge_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,52.90254,44221.8,5,0
Aligned_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,51.273720000000004,35265.0,5,0
Striped_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,51.180400000000006,36240.4,5,0
Border_arch,firfix_ACCW8_DW8_N128,firfix_ACCW8_DW8_N128,53.39826000000001,41657.4,5,0
2D_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.710799999999997,4417.8,5,0
Offset_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.740979999999999,4192.2,5,0
All_top_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.550180000000001,4201.8,5,0
Iso-Edge_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.836160000000001,4159.4,5,0
Mix-Edge_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.614800000000002,4481.8,5,0
Aligned_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.779580000000001,4198.2,5,0
Striped_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.89724,4275.2,5,0
Border_arch,firfix_ACCW8_DW8_N16,firfix_ACCW8_DW8_N16,13.550179999999997,4320.2,5,0
2D_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,18.873820000000002,9255.6,5,0
Offset_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,18.740360000000003,8040.8,5,0
All_top_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,18.91762,8301.0,5,0
Iso-Edge_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,18.417880000000004,8045.0,5,0
Mix-Edge_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,18.64234,8999.8,5,0
Aligned_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,18.66428,8207.4,5,0
Striped_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,18.735719999999997,8435.4,5,0
Border_arch,firfix_ACCW8_DW8_N32,firfix_ACCW8_DW8_N32,19.59894,9384.8,5,0
2D_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.549996,982.8,5,0
Offset_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.622691999999999,1023.4,5,0
All_top_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.4287980000000005,916.2,5,0
Iso-Edge_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.4287980000000005,955.2,5,0
Mix-Edge_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.465962,933.4,5,0
Aligned_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.45463,942.0,5,0
Striped_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.438498,1006.2,5,0
Border_arch,firfix_ACCW8_DW8_N4,firfix_ACCW8_DW8_N4,7.438495999999999,961.6,5,0
2D_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,28.81924,19376.2,5,0
Offset_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,28.666380000000004,16786.4,5,0
All_top_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,29.21072,16898.6,5,0
Iso-Edge_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,28.1484,16990.4,5,0
Mix-Edge_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,28.477840000000004,19293.6,5,0
Aligned_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,28.110000000000003,16468.8,5,0
Striped_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,28.89446,17213.0,5,0
Border_arch,firfix_ACCW8_DW8_N64,firfix_ACCW8_DW8_N64,27.98632,17185.0,5,0
2D_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.628372,2101.2,5,0
Offset_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.73141,1810.0,5,0
All_top_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.665536,2016.6,5,0
Iso-Edge_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.722722000000001,1931.2,5,0
Mix-Edge_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.581506,2109.2,5,0
Aligned_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.556920000000002,1883.4,5,0
Striped_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.642586,2075.4,5,0
Border_arch,firfix_ACCW8_DW8_N8,firfix_ACCW8_DW8_N8,9.528832,1937.2,5,0
2D_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,78.87296,615118.4,5,0
Offset_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,73.12114,555639.4,5,0
All_top_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,71.77318,515978.4,5,0
Iso-Edge_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,68.08736000000002,540255.2,5,0
Mix-Edge_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,73.40093999999999,565024.0,5,0
Aligned_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,71.6925,550944.0,4,1
Striped_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,75.11538,579051.8,5,0
Border_arch,firprog_ACCW128_DW128_N16,firprog_ACCW128_DW128_N16,75.37035999999999,601784.6,5,0
2D_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,111.70919999999998,1304605.8,5,0
Offset_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,99.29355999999999,1135406.2,5,0
All_top_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,99.42918,1045743.0,5,0
Iso-Edge_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,91.51933999999999,1328488.2,5,0
Mix-Edge_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,101.35168000000002,1239544.4,5,0
Aligned_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,101.87950000000001,1136372.5,2,3
Striped_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,103.03714,1201491.8,5,0
Border_arch,firprog_ACCW128_DW128_N32,firprog_ACCW128_DW128_N32,105.9152,1320453.8,5,0
2D_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,47.578019999999995,139489.4,5,0
Offset_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,46.54878,129579.0,5,0
All_top_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,46.9216,121428.8,5,0
Iso-Edge_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,45.6865,121319.8,5,0
Mix-Edge_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,47.08942,138676.2,5,0
Aligned_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,46.562466666666666,128556.66666666667,3,2
Striped_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,46.317719999999994,129832.4,5,0
Border_arch,firprog_ACCW128_DW128_N4,firprog_ACCW128_DW128_N4,48.604479999999995,139550.4,5,0
2D_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,167.2886,2916229.8,5,0
Offset_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,140.2328,2510274.0,5,0
All_top_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,135.3614,2299796.0,5,0
Iso-Edge_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,117.4845,3047609.5,4,1
Mix-Edge_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,150.40019999999998,2774218.4,5,0
Aligned_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,156.018,2689966.0,1,4
Striped_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,144.1218,2667423.4,5,0
Border_arch,firprog_ACCW128_DW128_N64,firprog_ACCW128_DW128_N64,159.618,3221455.0,5,0
2D_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,58.115520000000004,283750.8,5,0
Offset_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,56.01486,253419.8,5,0
All_top_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,55.640499999999996,236691.6,5,0
Iso-Edge_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,55.2247,245410.2,5,0
Mix-Edge_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,55.05703999999999,269518.6,5,0
Aligned_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,54.358225000000004,249019.75,4,1
Striped_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,56.45948,258580.0,5,0
Border_arch,firprog_ACCW128_DW128_N8,firprog_ACCW128_DW128_N8,57.50444,283790.2,5,0
2D_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,61.06178,144713.6,5,0
Offset_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,59.43375999999999,124546.0,5,0
All_top_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,59.49190000000001,118161.2,5,0
Iso-Edge_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,58.074560000000005,129150.0,5,0
Mix-Edge_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,58.99118000000001,122725.4,5,0
Aligned_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,58.97248,122962.2,5,0
Striped_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,59.52822,125217.6,5,0
Border_arch,firprog_ACCW16_DW16_N128,firprog_ACCW16_DW16_N128,59.69972,124373.4,5,0
2D_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,17.423880000000004,14364.0,5,0
Offset_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,17.61086,12378.6,5,0
All_top_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,17.446080000000002,12598.0,5,0
Iso-Edge_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,16.90014,12668.8,5,0
Mix-Edge_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,17.566799999999997,13278.8,5,0
Aligned_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,17.360680000000002,12132.0,5,0
Striped_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,17.686380000000003,12737.6,5,0
Border_arch,firprog_ACCW16_DW16_N16,firprog_ACCW16_DW16_N16,17.65536,12579.8,5,0
2D_arch,firprog_ACCW16_DW16_N32,firprog_ACCW16_DW16_N32,25.84004,26918.8,5,0
Offset_arch,firprog_ACCW16_DW16_N32,firprog_ACCW16_DW16_N32,25.3584,23473.6,5,0
All_top_arch,firprog_ACCW16_DW16_N32,firprog_ACCW16_DW16_N32,25.592599999999997,22988.4,5,0
Iso-Edge_arch,firprog_ACCW16_DW16_N32,firprog_ACCW16_DW16_N32,25.277480000000004,23619.2,5,0
Mix-Edge_arch,firprog_ACCW16_DW16_N32,firprog_ACCW16_DW16_N32,25.742,25008.4,5,0
Aligned_arch,firprog_ACCW16_DW16_N32,firprog_ACCW16_DW16_N32,25.26198,23547.0,5,0
