benchmark_name,arch,seed_num,runtime(s),memory_usage(mb)
9symml,2D_arch,1,5.91,154.7
9symml,2D_arch,2,6.18,154.7
9symml,2D_arch,3,6.19,154.7
9symml,2D_arch,4,6.08,154.7
9symml,2D_arch,5,6.13,154.7
9symml,Offset_arch,1,6.24,130.8
9symml,Offset_arch,2,6.05,130.8
9symml,Offset_arch,3,6.23,130.8
9symml,Offset_arch,4,6.12,130.8
9symml,Offset_arch,5,5.83,130.8
9symml,All_top_arch,1,6.30,130.8
9symml,All_top_arch,2,6.26,130.8
9symml,All_top_arch,3,6.17,130.8
9symml,All_top_arch,4,6.09,130.8
9symml,All_top_arch,5,6.15,130.8
9symml,Iso-Edge_arch,1,5.94,130.8
9symml,Iso-Edge_arch,2,5.83,130.8
9symml,Iso-Edge_arch,3,6.01,130.8
9symml,Iso-Edge_arch,4,6.14,130.8
9symml,Iso-Edge_arch,5,5.97,130.8
9symml,Mix-Edge_arch,1,6.36,130.8
9symml,Mix-Edge_arch,2,5.98,130.8
9symml,Mix-Edge_arch,3,6.30,130.8
9symml,Mix-Edge_arch,4,6.25,130.8
9symml,Mix-Edge_arch,5,6.17,130.8
9symml,Aligned_arch,1,87.05,130.8
9symml,Aligned_arch,2,10.02,130.8
9symml,Aligned_arch,3,19.70,130.8
9symml,Aligned_arch,4,15.79,130.8
9symml,Aligned_arch,5,11.81,130.8
9symml,Striped_arch,1,6.13,130.8
9symml,Striped_arch,2,6.14,130.8
9symml,Striped_arch,3,6.13,130.8
9symml,Striped_arch,4,6.22,130.8
9symml,Striped_arch,5,6.14,130.8
9symml,Border_arch,1,6.30,131.5
9symml,Border_arch,2,6.22,131.5
9symml,Border_arch,3,6.15,131.5
9symml,Border_arch,4,6.40,131.5
9symml,Border_arch,5,6.12,131.5
C1355,2D_arch,1,5.98,154.7
C1355,2D_arch,2,6.23,154.7
C1355,2D_arch,3,6.23,154.7
C1355,2D_arch,4,6.19,154.7
C1355,2D_arch,5,6.07,154.7
C1355,Offset_arch,1,6.17,130.8
C1355,Offset_arch,2,6.29,130.8
C1355,Offset_arch,3,6.17,130.8
C1355,Offset_arch,4,6.21,130.8
C1355,Offset_arch,5,6.17,130.8
C1355,All_top_arch,1,6.17,130.8
C1355,All_top_arch,2,6.21,130.8
C1355,All_top_arch,3,6.07,130.8
C1355,All_top_arch,4,6.29,130.8
C1355,All_top_arch,5,5.98,130.8
C1355,Iso-Edge_arch,1,6.24,130.8
C1355,Iso-Edge_arch,2,6.39,130.8
C1355,Iso-Edge_arch,3,5.87,130.8
C1355,Iso-Edge_arch,4,6.40,130.8
C1355,Iso-Edge_arch,5,6.01,130.8
C1355,Mix-Edge_arch,1,6.34,130.8
C1355,Mix-Edge_arch,2,6.09,130.8
C1355,Mix-Edge_arch,3,6.30,130.8
C1355,Mix-Edge_arch,4,6.24,130.8
C1355,Mix-Edge_arch,5,6.41,130.8
C1355,Aligned_arch,1,6.87,130.8
C1355,Aligned_arch,2,10.36,130.8
C1355,Aligned_arch,3,23.75,130.8
C1355,Aligned_arch,4,18.60,130.8
C1355,Aligned_arch,5,11.97,130.8
C1355,Striped_arch,1,5.99,130.8
C1355,Striped_arch,2,6.32,130.8
C1355,Striped_arch,3,6.21,130.8
C1355,Striped_arch,4,6.33,130.8
C1355,Striped_arch,5,6.24,130.8
C1355,Border_arch,1,6.32,131.5
C1355,Border_arch,2,6.32,131.5
C1355,Border_arch,3,6.18,131.5
C1355,Border_arch,4,6.23,131.5
C1355,Border_arch,5,6.25,131.5
C17,2D_arch,1,5.82,154.7
C17,2D_arch,2,6.11,154.7
C17,2D_arch,3,6.00,154.7
C17,2D_arch,4,6.04,154.7
C17,2D_arch,5,5.99,154.7
C17,Offset_arch,1,6.06,130.8
C17,Offset_arch,2,6.08,130.8
C17,Offset_arch,3,6.04,130.8
C17,Offset_arch,4,6.08,130.8
C17,Offset_arch,5,6.03,130.8
C17,All_top_arch,1,6.16,128.8
C17,All_top_arch,2,5.99,128.8
C17,All_top_arch,3,6.07,128.8
C17,All_top_arch,4,6.26,128.8
C17,All_top_arch,5,5.97,128.8
C17,Iso-Edge_arch,1,5.59,128.8
C17,Iso-Edge_arch,2,5.92,128.8
C17,Iso-Edge_arch,3,5.79,128.8
C17,Iso-Edge_arch,4,6.33,128.8
C17,Iso-Edge_arch,5,5.90,128.8
C17,Mix-Edge_arch,1,6.18,130.8
C17,Mix-Edge_arch,2,6.26,130.8
C17,Mix-Edge_arch,3,6.12,130.8
C17,Mix-Edge_arch,4,6.12,130.8
C17,Mix-Edge_arch,5,6.26,130.8
C17,Aligned_arch,1,8.94,130.8
C17,Aligned_arch,2,8.13,130.8
C17,Aligned_arch,3,55.28,130.8
C17,Aligned_arch,4,7.34,130.8
C17,Aligned_arch,5,12.30,130.8
C17,Striped_arch,1,6.09,130.8
C17,Striped_arch,2,6.09,130.8
C17,Striped_arch,3,6.13,130.8
C17,Striped_arch,4,6.19,130.8
C17,Striped_arch,5,6.11,130.8
C17,Border_arch,1,6.40,131.5
C17,Border_arch,2,6.21,131.5
C17,Border_arch,3,6.17,131.5
C17,Border_arch,4,6.16,131.5
C17,Border_arch,5,6.01,131.5
C1908,2D_arch,1,6.14,156.7
C1908,2D_arch,2,6.14,156.7
C1908,2D_arch,3,6.30,156.7
C1908,2D_arch,4,6.09,156.7
C1908,2D_arch,5,5.84,156.7
C1908,Offset_arch,1,6.33,130.8
C1908,Offset_arch,2,6.07,130.8
C1908,Offset_arch,3,6.21,130.8
C1908,Offset_arch,4,6.25,130.8
C1908,Offset_arch,5,6.30,130.8
C1908,All_top_arch,1,6.26,130.8
C1908,All_top_arch,2,5.79,130.8
C1908,All_top_arch,3,6.21,130.8
C1908,All_top_arch,4,6.34,130.8
C1908,All_top_arch,5,6.04,130.8
C1908,Iso-Edge_arch,1,5.88,130.8
C1908,Iso-Edge_arch,2,6.23,130.8
C1908,Iso-Edge_arch,3,6.24,130.8
C1908,Iso-Edge_arch,4,6.39,130.8
C1908,Iso-Edge_arch,5,5.74,130.8
C1908,Mix-Edge_arch,1,5.99,130.8
C1908,Mix-Edge_arch,2,6.44,130.8
C1908,Mix-Edge_arch,3,5.96,130.8
C1908,Mix-Edge_arch,4,6.27,130.8
C1908,Mix-Edge_arch,5,6.26,130.8
C1908,Aligned_arch,1,7.05,130.8
C1908,Aligned_arch,2,9.69,130.8
C1908,Aligned_arch,3,20.36,130.8
C1908,Aligned_arch,4,20.34,130.8
C1908,Aligned_arch,5,12.04,130.8
C1908,Striped_arch,1,6.23,130.8
C1908,Striped_arch,2,6.22,130.8
C1908,Striped_arch,3,6.25,130.8
C1908,Striped_arch,4,6.28,130.8
C1908,Striped_arch,5,6.32,130.8
C1908,Border_arch,1,6.30,131.5
C1908,Border_arch,2,6.14,131.5
C1908,Border_arch,3,6.30,131.5
C1908,Border_arch,4,6.29,131.5
C1908,Border_arch,5,6.10,131.5
C2670,2D_arch,1,6.53,156.7
C2670,2D_arch,2,6.61,156.7
C2670,2D_arch,3,6.47,156.7
C2670,2D_arch,4,6.44,156.7
C2670,2D_arch,5,6.43,156.7
C2670,Offset_arch,1,6.69,130.8
C2670,Offset_arch,2,6.21,130.8
C2670,Offset_arch,3,6.47,130.8
C2670,Offset_arch,4,6.47,130.8
C2670,Offset_arch,5,6.42,130.8
C2670,All_top_arch,1,6.59,130.8
C2670,All_top_arch,2,6.21,130.8
C2670,All_top_arch,3,6.51,130.8
C2670,All_top_arch,4,6.42,130.8
C2670,All_top_arch,5,6.32,130.8
C2670,Iso-Edge_arch,1,6.65,130.8
C2670,Iso-Edge_arch,2,6.54,130.8
C2670,Iso-Edge_arch,3,6.35,130.8
C2670,Iso-Edge_arch,4,6.64,130.8
C2670,Iso-Edge_arch,5,6.37,130.8
C2670,Mix-Edge_arch,1,6.49,130.8
C2670,Mix-Edge_arch,2,6.50,130.8
C2670,Mix-Edge_arch,3,6.18,130.8
C2670,Mix-Edge_arch,4,6.47,130.8
C2670,Mix-Edge_arch,5,6.48,130.8
C2670,Aligned_arch,1,9.03,130.8
C2670,Aligned_arch,2,7.56,130.8
C2670,Aligned_arch,3,12.41,130.8
C2670,Aligned_arch,4,7.35,130.8
C2670,Aligned_arch,5,6.81,130.8
C2670,Striped_arch,1,6.57,132.8
C2670,Striped_arch,2,6.67,132.8
C2670,Striped_arch,3,6.61,132.8
C2670,Striped_arch,5,6.61,132.8
C2670,Border_arch,1,6.46,131.5
C2670,Border_arch,2,6.53,131.5
C2670,Border_arch,3,6.59,131.5
C2670,Border_arch,4,6.24,131.5
C2670,Border_arch,5,6.42,131.5
C3540,2D_arch,1,6.45,156.6
C3540,2D_arch,2,6.49,156.6
C3540,2D_arch,3,6.43,156.6
C3540,2D_arch,4,6.26,156.6
C3540,2D_arch,5,6.42,156.6
C3540,Offset_arch,1,6.39,132.8
C3540,Offset_arch,2,6.33,132.8
C3540,Offset_arch,3,6.28,132.8
C3540,Offset_arch,4,6.17,132.8
C3540,Offset_arch,5,6.38,132.8
C3540,All_top_arch,1,6.58,130.7
C3540,All_top_arch,2,6.47,130.7
C3540,All_top_arch,3,6.25,130.7
C3540,All_top_arch,4,6.40,130.7
C3540,All_top_arch,5,6.89,130.7
C3540,Iso-Edge_arch,1,6.56,130.7
C3540,Iso-Edge_arch,2,6.43,130.7
C3540,Iso-Edge_arch,3,6.44,130.7
C3540,Iso-Edge_arch,4,6.64,130.7
C3540,Iso-Edge_arch,5,6.29,130.7
C3540,Mix-Edge_arch,1,6.44,132.7
C3540,Mix-Edge_arch,2,6.41,132.7
C3540,Mix-Edge_arch,3,6.62,132.7
C3540,Mix-Edge_arch,4,6.51,132.7
C3540,Mix-Edge_arch,5,6.39,132.7
C3540,Aligned_arch,1,6.88,132.8
C3540,Aligned_arch,2,7.51,132.8
C3540,Aligned_arch,3,8.66,132.8
C3540,Aligned_arch,4,17.48,132.8
C3540,Aligned_arch,5,11.49,132.8
C3540,Striped_arch,1,6.45,132.7
C3540,Striped_arch,2,6.65,132.7
C3540,Striped_arch,3,6.64,132.7
C3540,Striped_arch,4,6.49,132.7
C3540,Striped_arch,5,6.50,132.7
C3540,Border_arch,1,6.50,133.4
C3540,Border_arch,2,6.56,133.4
C3540,Border_arch,3,6.14,133.4
C3540,Border_arch,4,6.32,133.4
C3540,Border_arch,5,6.35,133.4
C432,2D_arch,1,6.14,154.7
C432,2D_arch,2,6.26,154.7
C432,2D_arch,3,5.91,154.7
C432,2D_arch,4,6.03,154.7
C432,2D_arch,5,5.93,154.7
C432,Offset_arch,1,6.09,130.8
C432,Offset_arch,2,6.02,130.8
C432,Offset_arch,3,6.07,130.8
C432,Offset_arch,4,6.13,130.8
C432,Offset_arch,5,6.11,130.8
C432,All_top_arch,1,6.26,130.8
C432,All_top_arch,2,5.87,130.8
C432,All_top_arch,3,6.14,130.8
C432,All_top_arch,4,6.24,130.8
C432,All_top_arch,5,5.86,130.8
C432,Iso-Edge_arch,1,6.31,130.8
C432,Iso-Edge_arch,2,5.92,130.8
C432,Iso-Edge_arch,3,6.05,130.8
C432,Iso-Edge_arch,4,6.27,130.8
C432,Iso-Edge_arch,5,6.30,130.8
C432,Mix-Edge_arch,1,6.42,130.8
C432,Mix-Edge_arch,2,5.91,130.8
C432,Mix-Edge_arch,3,6.33,130.8
C432,Mix-Edge_arch,4,6.14,130.8
C432,Mix-Edge_arch,5,6.14,130.8
C432,Aligned_arch,1,8.18,130.8
C432,Aligned_arch,2,9.37,130.8
C432,Aligned_arch,3,18.31,130.8
C432,Aligned_arch,4,18.14,130.8
C432,Aligned_arch,5,11.47,130.8
C432,Striped_arch,1,6.04,130.8
C432,Striped_arch,2,6.18,130.8
C432,Striped_arch,3,6.33,130.8
C432,Striped_arch,4,6.08,130.8
C432,Striped_arch,5,6.25,130.8
C432,Border_arch,1,6.23,131.5
C432,Border_arch,2,5.93,131.5
C432,Border_arch,3,6.18,131.5
C432,Border_arch,4,6.16,131.5
C432,Border_arch,5,6.26,131.5
C499,2D_arch,1,6.22,154.7
C499,2D_arch,2,6.45,154.7
C499,2D_arch,3,6.03,154.7
C499,2D_arch,4,6.00,154.7
C499,2D_arch,5,6.25,154.7
C499,Offset_arch,1,6.23,130.8
C499,Offset_arch,2,6.06,130.8
C499,Offset_arch,3,6.22,130.8
C499,Offset_arch,4,6.20,130.8
C499,Offset_arch,5,6.15,130.8
C499,All_top_arch,1,6.29,130.8
C499,All_top_arch,2,6.26,130.8
C499,All_top_arch,3,6.01,130.8
C499,All_top_arch,4,6.36,130.8
C499,All_top_arch,5,6.64,130.8
C499,Iso-Edge_arch,1,6.34,130.8
C499,Iso-Edge_arch,2,6.14,130.8
C499,Iso-Edge_arch,3,6.12,130.8
C499,Iso-Edge_arch,4,5.73,130.8
C499,Iso-Edge_arch,5,6.36,130.8
C499,Mix-Edge_arch,1,6.03,130.8
C499,Mix-Edge_arch,2,6.24,130.8
C499,Mix-Edge_arch,3,6.15,130.8
C499,Mix-Edge_arch,4,6.23,130.8
C499,Mix-Edge_arch,5,6.09,130.8
C499,Aligned_arch,1,6.45,130.8
C499,Aligned_arch,2,11.41,130.8
C499,Aligned_arch,3,9.17,130.8
C499,Aligned_arch,4,6.40,130.8
C499,Aligned_arch,5,11.55,130.8
C499,Striped_arch,1,6.38,130.8
C499,Striped_arch,2,6.25,130.8
C499,Striped_arch,3,6.53,130.8
C499,Striped_arch,4,6.16,130.8
C499,Striped_arch,5,6.30,130.8
C499,Border_arch,1,6.31,131.5
C499,Border_arch,2,5.97,131.5
C499,Border_arch,3,6.16,131.5
C499,Border_arch,4,6.09,131.5
C499,Border_arch,5,6.24,131.5
C5315,2D_arch,1,6.73,156.7
C5315,2D_arch,2,6.70,156.7
C5315,2D_arch,3,6.73,156.7
C5315,2D_arch,4,6.17,156.7
C5315,2D_arch,5,6.54,156.7
C5315,Offset_arch,1,6.80,132.8
C5315,Offset_arch,2,6.71,132.8
C5315,Offset_arch,3,6.72,132.8
C5315,Offset_arch,4,6.43,132.8
C5315,Offset_arch,5,6.65,132.8
C5315,All_top_arch,1,6.71,132.8
C5315,All_top_arch,2,6.31,132.8
C5315,All_top_arch,3,6.75,132.8
C5315,All_top_arch,4,6.49,132.8
C5315,All_top_arch,5,6.62,132.8
C5315,Iso-Edge_arch,1,6.84,132.8
C5315,Iso-Edge_arch,2,6.54,132.8
C5315,Iso-Edge_arch,3,6.56,132.8
C5315,Iso-Edge_arch,4,6.26,132.8
C5315,Iso-Edge_arch,5,6.81,132.8
C5315,Mix-Edge_arch,1,6.50,132.8
C5315,Mix-Edge_arch,2,6.68,132.8
C5315,Mix-Edge_arch,3,6.51,132.8
C5315,Mix-Edge_arch,4,6.68,132.8
C5315,Mix-Edge_arch,5,6.88,132.8
C5315,Aligned_arch,1,93.26,132.8
C5315,Aligned_arch,2,8.65,132.8
C5315,Aligned_arch,3,8.92,132.8
C5315,Aligned_arch,4,8.00,128.3
C5315,Aligned_arch,5,7.58,132.8
C5315,Striped_arch,1,6.69,132.8
C5315,Striped_arch,2,6.66,132.8
C5315,Striped_arch,3,6.79,132.8
C5315,Striped_arch,4,6.59,132.8
C5315,Striped_arch,5,6.74,132.8
C5315,Border_arch,1,6.72,133.4
C5315,Border_arch,2,6.69,133.4
C5315,Border_arch,3,6.66,133.4
C5315,Border_arch,4,6.52,133.4
C5315,Border_arch,5,6.63,133.4
C6288,2D_arch,1,6.74,158.6
C6288,2D_arch,2,6.78,158.6
C6288,2D_arch,3,6.68,158.6
C6288,2D_arch,4,6.72,158.6
C6288,2D_arch,5,6.74,158.6
C6288,Offset_arch,1,6.89,134.7
C6288,Offset_arch,2,6.76,134.7
C6288,Offset_arch,3,6.79,134.7
C6288,Offset_arch,4,6.68,134.7
C6288,Offset_arch,5,6.68,134.7
C6288,All_top_arch,1,6.68,132.7
C6288,All_top_arch,2,6.77,132.7
C6288,All_top_arch,3,6.78,132.7
C6288,All_top_arch,4,6.75,132.7
C6288,All_top_arch,5,6.65,132.7
C6288,Iso-Edge_arch,1,6.70,132.7
C6288,Iso-Edge_arch,2,6.66,132.7
C6288,Iso-Edge_arch,3,6.66,132.7
C6288,Iso-Edge_arch,4,6.61,132.7
C6288,Iso-Edge_arch,5,6.94,132.7
C6288,Mix-Edge_arch,1,6.77,134.7
C6288,Mix-Edge_arch,2,6.78,134.7
C6288,Mix-Edge_arch,3,6.56,134.7
C6288,Mix-Edge_arch,4,6.69,134.7
C6288,Mix-Edge_arch,5,6.76,134.7
C6288,Aligned_arch,1,10.83,134.7
C6288,Aligned_arch,2,8.15,134.7
C6288,Aligned_arch,3,8.73,134.7
C6288,Aligned_arch,4,7.36,129.4
C6288,Aligned_arch,5,11.68,134.7
C6288,Striped_arch,1,6.74,134.7
C6288,Striped_arch,2,6.83,134.7
C6288,Striped_arch,3,6.84,134.7
C6288,Striped_arch,4,6.82,134.7
C6288,Striped_arch,5,6.67,134.7
C6288,Border_arch,1,6.84,133.4
C6288,Border_arch,2,6.74,133.4
C6288,Border_arch,3,6.70,133.4
C6288,Border_arch,4,6.81,133.4
C6288,Border_arch,5,6.60,133.4
C7552,2D_arch,1,6.91,156.7
C7552,2D_arch,2,6.68,156.7
C7552,2D_arch,3,6.73,156.7
C7552,2D_arch,4,6.63,156.7
C7552,2D_arch,5,6.69,156.7
C7552,Offset_arch,1,6.75,132.8
C7552,Offset_arch,2,6.79,132.8
C7552,Offset_arch,3,6.68,132.8
C7552,Offset_arch,4,6.70,132.8
C7552,Offset_arch,5,6.61,132.8
C7552,All_top_arch,1,6.77,132.8
C7552,All_top_arch,2,6.61,132.8
C7552,All_top_arch,3,6.75,132.8
C7552,All_top_arch,4,6.69,132.8
C7552,All_top_arch,5,6.63,132.8
C7552,Iso-Edge_arch,1,6.69,132.8
C7552,Iso-Edge_arch,2,6.62,132.8
C7552,Iso-Edge_arch,3,6.37,132.8
C7552,Iso-Edge_arch,4,6.46,132.8
C7552,Iso-Edge_arch,5,6.85,132.8
C7552,Mix-Edge_arch,1,6.63,132.8
C7552,Mix-Edge_arch,2,6.72,132.8
C7552,Mix-Edge_arch,3,6.60,132.8
C7552,Mix-Edge_arch,4,6.68,132.8
C7552,Mix-Edge_arch,5,6.69,132.8
C7552,Aligned_arch,1,7.26,132.8
C7552,Aligned_arch,2,10.17,132.8
C7552,Aligned_arch,3,17.65,128.7
C7552,Aligned_arch,4,7.04,132.8
C7552,Aligned_arch,5,6.88,132.8
C7552,Striped_arch,1,6.75,132.8
C7552,Striped_arch,2,6.86,132.8
C7552,Striped_arch,3,6.48,132.8
C7552,Striped_arch,4,6.78,132.8
C7552,Striped_arch,5,6.62,132.8
C7552,Border_arch,1,6.71,133.4
C7552,Border_arch,2,6.77,133.4
C7552,Border_arch,3,6.67,133.4
C7552,Border_arch,5,6.58,133.4
C880,2D_arch,1,6.30,154.7
C880,2D_arch,2,6.13,154.7
C880,2D_arch,3,6.26,154.7
C880,2D_arch,4,6.12,154.7
C880,2D_arch,5,6.11,154.7
C880,Offset_arch,1,6.19,130.8
C880,Offset_arch,2,6.32,130.8
C880,Offset_arch,3,6.16,130.8
C880,Offset_arch,4,6.12,130.8
C880,Offset_arch,5,6.14,130.8
C880,All_top_arch,1,6.27,130.8
C880,All_top_arch,2,6.01,130.8
C880,All_top_arch,3,6.21,130.8
C880,All_top_arch,4,6.22,130.8
C880,All_top_arch,5,6.16,130.8
C880,Iso-Edge_arch,1,6.19,130.8
C880,Iso-Edge_arch,2,6.01,130.8
C880,Iso-Edge_arch,3,6.16,130.8
C880,Iso-Edge_arch,4,6.10,130.8
C880,Iso-Edge_arch,5,6.08,130.8
C880,Mix-Edge_arch,1,6.17,130.8
C880,Mix-Edge_arch,2,6.45,130.8
C880,Mix-Edge_arch,3,6.01,130.8
C880,Mix-Edge_arch,4,6.33,130.8
C880,Mix-Edge_arch,5,6.27,130.8
C880,Aligned_arch,1,8.18,130.8
C880,Aligned_arch,2,7.27,130.8
C880,Aligned_arch,3,7.18,130.8
C880,Aligned_arch,4,12.42,130.8
C880,Aligned_arch,5,6.75,130.8
C880,Striped_arch,1,6.14,130.8
C880,Striped_arch,2,6.22,130.8
C880,Striped_arch,3,6.33,130.8
C880,Striped_arch,4,6.29,130.8
C880,Striped_arch,5,6.22,130.8
C880,Border_arch,1,6.33,131.5
C880,Border_arch,2,6.12,131.5
C880,Border_arch,3,6.16,131.5
C880,Border_arch,4,6.40,131.5
C880,Border_arch,5,6.10,131.5
PIC16F84,2D_arch,1,7.26,160.4
PIC16F84,2D_arch,2,6.92,160.4
PIC16F84,2D_arch,3,7.13,160.4
PIC16F84,2D_arch,4,7.04,160.4
PIC16F84,2D_arch,5,7.10,160.4
PIC16F84,Offset_arch,1,7.01,134.7
PIC16F84,Offset_arch,2,7.09,134.7
PIC16F84,Offset_arch,3,7.19,134.7
PIC16F84,Offset_arch,4,7.06,134.7
PIC16F84,Offset_arch,5,7.06,134.7
PIC16F84,All_top_arch,1,7.19,134.7
PIC16F84,All_top_arch,2,7.23,134.7
PIC16F84,All_top_arch,3,7.36,134.7
PIC16F84,All_top_arch,4,7.11,134.7
PIC16F84,All_top_arch,5,7.23,134.7
PIC16F84,Iso-Edge_arch,1,7.22,134.7
PIC16F84,Iso-Edge_arch,2,7.18,134.7
PIC16F84,Iso-Edge_arch,3,7.48,134.7
PIC16F84,Iso-Edge_arch,4,7.22,134.7
PIC16F84,Iso-Edge_arch,5,7.14,134.7
PIC16F84,Mix-Edge_arch,1,7.38,134.7
PIC16F84,Mix-Edge_arch,2,7.04,134.7
PIC16F84,Mix-Edge_arch,3,7.40,134.7
PIC16F84,Mix-Edge_arch,4,7.42,134.7
PIC16F84,Mix-Edge_arch,5,7.29,134.7
PIC16F84,Aligned_arch,1,7.14,134.7
PIC16F84,Aligned_arch,2,8.92,134.7
PIC16F84,Aligned_arch,3,9.32,134.7
PIC16F84,Aligned_arch,4,8.64,134.7
PIC16F84,Aligned_arch,5,55.34,134.7
PIC16F84,Striped_arch,1,8.19,134.7
PIC16F84,Striped_arch,2,7.59,134.7
PIC16F84,Striped_arch,3,7.30,134.7
PIC16F84,Striped_arch,4,7.29,134.7
PIC16F84,Striped_arch,5,7.21,134.7
PIC16F84,Border_arch,1,7.21,135.4
PIC16F84,Border_arch,2,7.40,135.4
PIC16F84,Border_arch,3,7.29,135.4
PIC16F84,Border_arch,4,7.33,135.4
PIC16F84,Border_arch,5,7.31,135.4
PIC16F84_T100,2D_arch,1,7.33,160.5
PIC16F84_T100,2D_arch,2,7.04,160.5
PIC16F84_T100,2D_arch,3,7.22,160.5
PIC16F84_T100,2D_arch,4,7.05,160.5
PIC16F84_T100,2D_arch,5,7.05,160.5
PIC16F84_T100,Offset_arch,1,7.20,136.6
PIC16F84_T100,Offset_arch,2,7.22,136.6
PIC16F84_T100,Offset_arch,3,7.12,136.6
PIC16F84_T100,Offset_arch,4,7.10,136.6
PIC16F84_T100,Offset_arch,5,7.21,136.6
PIC16F84_T100,All_top_arch,1,7.30,134.6
PIC16F84_T100,All_top_arch,2,7.33,134.6
PIC16F84_T100,All_top_arch,3,7.40,134.6
PIC16F84_T100,All_top_arch,4,7.33,134.6
PIC16F84_T100,All_top_arch,5,7.22,134.6
PIC16F84_T100,Iso-Edge_arch,1,7.27,134.6
PIC16F84_T100,Iso-Edge_arch,2,7.24,134.6
PIC16F84_T100,Iso-Edge_arch,3,7.55,134.6
PIC16F84_T100,Iso-Edge_arch,4,7.25,134.6
PIC16F84_T100,Iso-Edge_arch,5,7.22,134.6
PIC16F84_T100,Mix-Edge_arch,1,7.34,136.6
PIC16F84_T100,Mix-Edge_arch,2,7.24,136.6
PIC16F84_T100,Mix-Edge_arch,3,7.13,136.6
PIC16F84_T100,Mix-Edge_arch,4,7.40,136.6
PIC16F84_T100,Mix-Edge_arch,5,7.53,136.6
PIC16F84_T100,Aligned_arch,1,7.26,136.6
PIC16F84_T100,Aligned_arch,2,9.99,136.6
PIC16F84_T100,Aligned_arch,3,8.69,136.6
PIC16F84_T100,Aligned_arch,4,9.17,136.6
PIC16F84_T100,Aligned_arch,5,35.77,136.6
PIC16F84_T100,Striped_arch,1,7.69,136.6
PIC16F84_T100,Striped_arch,2,8.00,136.6
PIC16F84_T100,Striped_arch,3,7.25,136.6
PIC16F84_T100,Striped_arch,4,7.29,136.6
PIC16F84_T100,Striped_arch,5,7.24,136.6
PIC16F84_T100,Border_arch,1,7.32,135.4
PIC16F84_T100,Border_arch,2,7.24,135.4
PIC16F84_T100,Border_arch,3,7.38,135.4
PIC16F84_T100,Border_arch,4,7.29,135.4
PIC16F84_T100,Border_arch,5,7.17,135.4
PIC16F84_T200,2D_arch,1,7.43,160.5
PIC16F84_T200,2D_arch,2,7.12,160.5
PIC16F84_T200,2D_arch,3,7.21,160.5
PIC16F84_T200,2D_arch,4,7.16,160.5
PIC16F84_T200,2D_arch,5,7.13,160.5
PIC16F84_T200,Offset_arch,1,7.23,134.6
PIC16F84_T200,Offset_arch,2,7.20,134.6
PIC16F84_T200,Offset_arch,3,7.45,134.6
PIC16F84_T200,Offset_arch,4,7.20,134.6
PIC16F84_T200,Offset_arch,5,6.97,134.6
PIC16F84_T200,All_top_arch,1,6.91,134.6
PIC16F84_T200,All_top_arch,2,7.30,134.6
PIC16F84_T200,All_top_arch,3,7.14,134.6
PIC16F84_T200,All_top_arch,4,7.05,134.6
PIC16F84_T200,All_top_arch,5,6.81,134.6
PIC16F84_T200,Iso-Edge_arch,1,7.24,134.6
PIC16F84_T200,Iso-Edge_arch,2,7.26,134.6
PIC16F84_T200,Iso-Edge_arch,3,7.39,134.6
PIC16F84_T200,Iso-Edge_arch,4,7.24,134.6
PIC16F84_T200,Iso-Edge_arch,5,7.00,134.6
PIC16F84_T200,Mix-Edge_arch,1,7.07,134.6
PIC16F84_T200,Mix-Edge_arch,2,7.18,134.6
PIC16F84_T200,Mix-Edge_arch,3,8.11,134.6
PIC16F84_T200,Mix-Edge_arch,4,7.41,134.6
PIC16F84_T200,Mix-Edge_arch,5,7.40,134.6
PIC16F84_T200,Aligned_arch,1,7.26,134.6
PIC16F84_T200,Aligned_arch,2,8.78,134.6
PIC16F84_T200,Aligned_arch,3,9.04,134.6
PIC16F84_T200,Aligned_arch,4,9.76,134.6
PIC16F84_T200,Aligned_arch,5,33.21,134.6
PIC16F84_T200,Striped_arch,1,39.31,136.6
PIC16F84_T200,Striped_arch,2,8.02,136.6
PIC16F84_T200,Striped_arch,3,7.49,136.6
PIC16F84_T200,Striped_arch,4,7.35,136.6
PIC16F84_T200,Striped_arch,5,7.28,136.6
PIC16F84_T200,Border_arch,1,7.41,135.3
PIC16F84_T200,Border_arch,2,7.31,135.3
PIC16F84_T200,Border_arch,3,7.21,135.3
PIC16F84_T200,Border_arch,4,7.28,135.3
PIC16F84_T200,Border_arch,5,7.21,135.3
PIC16F84_T300,2D_arch,1,7.50,160.5
PIC16F84_T300,2D_arch,2,7.10,160.5
PIC16F84_T300,2D_arch,3,7.27,160.5
PIC16F84_T300,2D_arch,4,7.26,160.5
PIC16F84_T300,2D_arch,5,7.20,160.5
PIC16F84_T300,Offset_arch,1,7.10,136.6
PIC16F84_T300,Offset_arch,2,6.94,136.6
PIC16F84_T300,Offset_arch,3,6.95,136.6
PIC16F84_T300,Offset_arch,4,7.20,136.6
PIC16F84_T300,Offset_arch,5,6.98,136.6
PIC16F84_T300,All_top_arch,1,7.23,134.6
PIC16F84_T300,All_top_arch,2,7.07,134.6
PIC16F84_T300,All_top_arch,3,7.35,134.6
PIC16F84_T300,All_top_arch,4,7.11,134.6
PIC16F84_T300,All_top_arch,5,7.05,134.6
PIC16F84_T300,Iso-Edge_arch,1,7.19,134.6
